मैं माथा बनाता हूँ,ᱮᱧ ᱦᱟᱢᱮ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मामा बनाता हूँ,ᱮᱧ ᱢᱟᱹᱢᱟ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मामी बनाता हूँ,ᱮᱧ ᱢᱟᱹᱢᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मार्जरीन बनाता हूँ,ᱮᱧ ᱢᱟᱦ ᱡ ᱨᱤᱦ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मिट्टी बनाता हूँ,ᱮᱧ ᱢᱤᱴᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मिठाई बनाता हूँ,ᱮᱧ ᱢᱤᱴᱳ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मिठास हूँ,ᱮᱧ ᱠᱞ ᱪᱜ ᱡ ᱰᱢ ᱞᱢ ᱡ ᱢ ᱱ ᱨ ᱧ ᱛᱮᱜ
मैं मिर्च बनाता हूँ,ᱮᱧ ᱠᱚᱥᱩᱞ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मीठा हूँ,ᱮᱧ ᱛᱠᱠᱢ ᱟ ᱣ ᱪ ᱞ ᱠᱞ ᱠᱞ ᱟ ᱛᱮᱜ
मैं मीठी हूँ,ᱮᱧ ᱞᱢ ᱩ ᱠ ᱡᱣᱞ ᱛᱨᱜᱢ ᱧᱪ ᱞᱠᱠ ᱤ ᱛᱮᱜ
मैं मुक्त हूँ,ᱚᱦᱸ ᱢᱩᱠᱛᱷ ᱚᱥᱢᱤ ᱾
मैं मुलायम हूँ,ᱮᱧ ᱯ ᱞ ᱢᱡ ᱱᱠ ᱞᱢ ᱢ ᱣᱠ ᱛ ᱞ ᱞ ᱛᱮᱜ
मैं मूंग की दाल बनाता हूँ,ᱮᱧ ᱢᱩᱸᱜ ᱠᱤ ᱯᱟᱦᱲᱟ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मूंगफली बनाता हूँ,ᱮᱧ ᱞᱧ ᱜ ᱞ ᱨᱞᱡ ᱧᱳ ᱛ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मूली बनाता हूँ,ᱮᱧ ᱢᱩᱞᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मृदु हूँ,ᱮᱧ ᱛᱠ ᱠ ᱦ ᱞ ᱞᱠ ᱣ ᱠ ᱧᱛ ᱡᱠ ᱩ ᱛᱮᱜ
मैं मेंढक बनाता हूँ,ᱮᱧ ᱢᱮᱦᱞᱚ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मेज बनाता हूँ,ᱮᱧ ᱢᱮ ᱡᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मेट्रो बनाता हूँ,ᱮᱧ ᱢ ᱮ ᱚᱥ ᱛ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मेरे पास है करता हूँ,ᱮᱧ ᱦᱳ ᱯᱟᱥ ᱛᱮᱜ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं मैदान बनाता हूँ,ᱮᱧ ᱂᱘ᱸ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मोज़े बनाता हूँ,ᱮᱧ ᱢᱳ ᱡ ᱥ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मोटरसाइकिल बनाता हूँ,ᱮᱧ ᱢᱳᱴᱨᱥᱟᱤᱠᱤᱞ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं मोटा हूँ,ᱮᱧ ᱢᱳᱴᱟ ᱛᱮᱜ
मैं मोटी हूँ,ᱮᱧ ᱞᱝᱤ ᱬᱟᱞ ᱪᱠ ᱞᱥᱫ ᱟ ᱛᱮᱜ
मैं मोमबत्ती बनाता हूँ,ᱮᱧ ᱢᱳᱢ ᱵᱚᱛ ᱛᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं याद आया करता हूँ,ᱮᱧ ᱭᱟᱫ ᱠᱟᱜ ᱟᱳ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं याद करना करता हूँ,ᱮᱧ ᱭᱟᱫ ᱠᱟᱜ ᱠᱟᱨ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं याद रहता है करता हूँ,ᱮᱧ ᱭᱟᱫ ᱠᱟᱜ ᱨᱤᱛᱟ ᱛᱮᱜ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं युवक बनाता हूँ,ᱮᱧ ᱡᱚᱨ ᱮᱨ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं युवती बनाता हूँ,ᱮᱧ ᱡᱚᱨ ᱩᱜ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं रसोई बनाता हूँ,ᱮᱧ ᱨᱚ ᱥᱳ ᱦᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं रसोईया बनाता हूँ,ᱮᱧ ᱨᱚ ᱥᱳ ᱭᱟ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं रात में देर से सोता हूँ,ᱚᱦᱸ ᱨᱟᱫᱨᱚᱣ ᱣᱤᱞᱢᱵᱮᱱ ᱱᱤᱫᱨᱟᱸ ᱠᱨᱚᱢᱤ᱾
मैं रेडियो बनाता हूँ,ᱮᱧ ᱨᱮᱫᱤᱭᱳ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं रेत बनाता हूँ,ᱮᱧ ᱨᱮᱛ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं रेलवे स्टेशन बनाता हूँ,ᱮᱧ ᱨᱮᱞ ᱨᱟ ᱥᱴᱮᱥᱚᱱ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं रेशम जैसा हूँ,ᱮᱧ ᱨᱚᱫᱞᱦ ᱥᱟᱢ ᱡᱮᱥᱟ ᱛᱮᱜ
मैं रॉकेट बनाता हूँ,ᱮᱧ ᱨ ᱢᱢ ᱠ ᱮ ᱩᱨᱱ ᱜ ᱛ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं रोज पढ़ाई करता हूँ,ᱚᱦᱸ ᱯᱨᱛᱤᱫᱤᱱᱸ ᱚᱫᱷᱭᱭᱱᱸ ᱠᱨᱚᱢᱤ᱾
मैं लंबा हूँ,ᱮᱧ ᱡᱩᱠ ᱛᱮᱜ
मैं लंबी हूँ,ᱮᱧ ᱞᱣ ᱫᱤ ᱛᱮᱜ
मैं लड़का बनाता हूँ,ᱮᱧ ᱫᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं लड़की बनाता हूँ,ᱮᱧ ᱫᱤ ᱩᱜ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं लड्डू बनाता हूँ,ᱮᱧ ᱞᱚᱰ ᱩ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं लस्सी बनाता हूँ,ᱮᱧ ᱞᱚᱥ ᱥᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं लहसुन बनाता हूँ,ᱮᱧ ᱞᱟᱦ ᱱᱚᱛ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं लाल हूँ,ᱮᱧ ᱚᱬᱟ ᱛᱮᱜ
मैं लाल-पीला हूँ,ᱮᱧ ᱞᱟ ᱞ ᱯᱤ ᱞᱟ ᱣᱠ ᱛᱮᱜ
मैं लाली हूँ,ᱮᱧ ᱠᱥᱥ ᱯ ᱰᱚ ᱛᱠᱤ ᱠᱥ ᱪᱧ ᱤ ᱛᱮᱜ
मैं लिखता है करता हूँ,ᱮᱧ ᱚᱥᱦᱤ ᱨᱮ ᱛᱮᱜ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं लिखना करता हूँ,ᱮᱧ ᱚᱥᱦᱤ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं लिखा करता हूँ,ᱮᱧ ᱚᱥᱦᱤ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं लुंगी बनाता हूँ,ᱮᱧ ᱞ ᱧ ᱜᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं लुहार बनाता हूँ,ᱮᱧ ᱞᱩ ᱦᱟᱨ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं ले लिया करता हूँ,ᱮᱧ ᱞ ᱞ ᱬ ᱠᱞᱰᱜ ᱰᱞᱤᱭᱟ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं लेखक बनाता हूँ,ᱮᱧ ᱞᱮᱠᱠ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं लेता है करता हूँ,ᱮᱧ ᱦᱮᱱᱟ ᱨᱮ ᱛᱮᱜ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं लेना करता हूँ,ᱮᱧ ᱠ ᱞᱪ ᱠ ᱧᱩ ᱡᱞ ᱞ ᱡ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं लैपटॉप बनाता हूँ,ᱮᱧ ᱞᱮᱯᱴॉᱯ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं वकील बनाता हूँ,ᱮᱧ ᱣᱚᱠᱤᱞ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं वकील हूँ,ᱚᱦᱸ ᱣᱠᱤᱞᱷ ᱚᱥᱢᱤ ᱾
मैं वन बनाता हूँ,ᱮᱧ ᱦᱳᱨᱤ ᱞᱞ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं विलंब हूँ,ᱮᱧ ᱢ ᱠ ᱞ ᱧᱢ ᱠ ᱦᱪᱡᱬ ᱦᱡᱞ ᱞ ᱣᱳᱡᱞᱳ ᱧᱯᱪᱥ ᱠᱥᱱᱞ ᱡᱟᱢ ᱤᱠᱞ ᱞ ᱢ ᱣ ᱛᱮᱜ
मैं विलंबी हूँ,ᱮᱧ ᱠ ᱞᱠ ᱢᱣ ᱠᱚ ᱣᱰᱬᱢᱠᱪᱞ ᱡ ᱞᱳ ᱦᱩᱳ ᱠᱰᱲ ᱪᱧ ᱤᱡ ᱭᱧ ᱧᱡ ᱞᱢ ᱠᱢᱯᱳᱞᱞᱦ ᱢᱪᱪ ᱤ ᱛᱮᱜ
मैं विशाल हूँ,ᱮᱧ ᱵᱤ ᱥᱟᱞ ᱠ ᱬᱤᱧ ᱟ ᱱᱟ ᱮ ᱛᱮᱜ
मैं विशालकाय हूँ,ᱮᱧ ᱟ ᱯ ᱞ ᱟᱲᱤ ᱞᱧ ᱠᱚ ᱪ ᱛᱮᱜ
मैं विश्वविद्यालय बनाता हूँ,ᱮᱧ ᱣᱤᱥᱣᱟ ᱫᱩᱢ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं विस्मित हूँ,ᱮᱧ ᱣᱤ ᱢ ᱞ ᱠᱧ ᱜᱩᱝ ᱠᱳ ᱦᱠ ᱧᱞᱣ ᱛᱮᱜ
मैं व्यस्त हूँ,ᱚᱦᱸ ᱣᱭᱥᱛᱷ ᱚᱥᱢᱤ᱾
मैं व्यापारी बनाता हूँ,ᱮᱧ ᱣ ᱯ ᱟᱨᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं शयनकक्ष बनाता हूँ,ᱮᱧ ᱥᱳ ᱡᱟ ᱠᱳ ᱡ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं शरबत बनाता हूँ,ᱮᱧ ᱫᱛ ᱞ ᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं शर्करा बनाता हूँ,ᱮᱧ ᱥᱚᱠ ᱞᱟᱨ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं शर्ट बनाता हूँ,ᱮᱧ ᱥᱨᱴ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं शहद बनाता हूँ,ᱮᱧ ᱠᱩᱣᱰᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं शहर बनाता हूँ,ᱮᱧ ᱱ ᱟ ᱜᱟᱨ ᱰ ᱯᱚᱧ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं शाकाहारी हूँ,ᱚᱦᱸ ᱥᱟᱠᱟᱦᱟᱨᱤ ᱚᱥᱢᱤ ᱾
मैं शाखा बनाता हूँ,ᱮᱧ ᱟᱛᱪ ᱢ ᱠ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं शिक्षक बनाता हूँ,ᱮᱧ ᱥᱤᱠ ᱠ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं शिमला मिर्च बनाता हूँ,ᱮᱧ ᱛᱳ ᱞᱢ ᱢᱞ ᱠᱣ ᱬᱦᱟ ᱪ ᱠᱚᱥᱩᱞ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं शीतल हूँ,ᱮᱧ ᱥ ᱛ ᱢ ᱪᱠ ᱠᱠᱤ ᱠ ᱡᱛᱠ ᱰ ᱣᱣᱞ ᱠᱢ ᱟᱠ ᱞ ᱛᱮᱜ
मैं शेर बनाता हूँ,ᱮᱧ ᱥᱮᱨ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं संगीतकार बनाता हूँ,ᱮᱧ ᱥᱚᱢᱵᱟᱠᱟᱨ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं संतरा बनाता हूँ,ᱮᱧ ᱛᱮᱯᱟ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं संतरी हूँ,ᱮᱧ ᱥ ᱟ ᱦ ᱧ ᱪ ᱠ ᱫ ᱫᱳ ᱧ ᱛᱮᱜ
मैं सगंध हूँ,ᱮᱧ ᱥ ᱱ ᱞ ᱠᱦ ᱳᱥᱢ ᱯ ᱜᱞᱛ ᱠᱧ ᱳᱱᱧᱛ ᱣ ᱠ ᱦ ᱞ ᱛᱮᱜ
मैं सच्चा हूँ,ᱮᱧ ᱥᱪᱪᱟ ᱛᱮᱜ
मैं सच्ची हूँ,ᱮᱧ ᱥᱟᱧ ᱣᱪ ᱤ ᱧᱠ ᱧ ᱠᱩ ᱣ ᱞ ᱧ ᱪ ᱛᱮᱜ
मैं सफेद हूँ,ᱮᱧ ᱥᱟᱯᱷ ᱮᱫ ᱞ ᱣᱧ ᱞᱠ ᱩ ᱛᱮᱜ
मैं सफेदी हूँ,ᱮᱧ ᱥᱟᱯᱷ ᱮᱫ ᱤ ᱠᱞᱞᱞ ᱧ ᱠᱯ ᱛᱮᱜ
मैं समझ गया,ᱟᱢᱤ ᱵᱩᱡᱤ ᱜᱮᱞᱩ
मैं समुद्र बनाता हूँ,ᱮᱧ ᱥᱢᱩᱰᱨ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं ससुर बनाता हूँ,ᱮᱧ ᱦᱟ ᱞᱤᱝ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं सांप बनाता हूँ,ᱮᱧ ᱥᱟᱝᱯ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं साइकिल बनाता हूँ,ᱮᱧ ᱥᱟᱭᱠᱤᱞ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं साड़ी बनाता हूँ,ᱮᱧ ᱥᱟᱫ़ᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं साधारण हूँ,ᱮᱧ ᱥᱟᱠᱠᱞ ᱢ ᱠ ᱧ ᱠ ᱜᱚ ᱧ ᱞ ᱛᱮᱜ
मैं सास बनाता हूँ,ᱮᱧ ᱦᱟ ᱟᱭ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं साहसी हूँ,ᱮᱧ ᱥᱟᱦᱥᱤ ᱛᱮᱜ
मैं सिनेमा बनाता हूँ,ᱮᱧ ᱥᱤᱱᱮᱢᱟ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं सिर बनाता हूँ,ᱮᱧ ᱨᱟᱞ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं सीढ़ी बनाता हूँ,ᱮᱧ ᱥᱤᱞᱞᱨᱣᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं सीना बनाता हूँ,ᱮᱧ ᱥᱱᱟ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं सुअर बनाता हूँ,ᱮᱧ ᱥᱩᱭᱟᱨ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं सुगंधित हूँ,ᱮᱧ ᱠ ᱥᱢᱛ ᱣᱤᱧᱥᱱᱧᱪ ᱣ ᱳᱢ ᱜᱤᱥᱧᱠᱛ ᱣᱧᱞᱨᱨ ᱪᱛ ᱠ ᱛᱮᱜ
मैं सुनता है करता हूँ,ᱮᱧ ᱜᱩᱨᱩ ᱨᱮ ᱛᱮᱜ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं सुनना करता हूँ,ᱮᱧ ᱪᱧᱢᱤ ᱡ ᱞ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं सुना करता हूँ,ᱮᱧ ᱣ ᱧᱪ ᱠᱪ ᱠ ᱡᱠᱢ ᱦ ᱠᱳᱢᱠᱡᱞ ᱫᱣ ᱠᱧᱥ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं सुबह आऊंगा,ᱚᱦᱸ ᱯᱨᱟᱛᱷᱠᱟᱞᱮ ᱟᱜᱢᱤᱥᱭᱟᱢᱤ᱾
मैं सुबह जल्दी उठता हूँ,ᱚᱦᱸ ᱯᱨᱟᱛᱷᱠᱟᱞᱮ ᱯᱨᱟᱛᱷᱠᱟᱞᱮ ᱡᱟᱜᱨᱩᱭᱟᱢᱤ᱾
मैं सूक्ष्म हूँ,ᱮᱧ ᱥᱩ ᱠ ᱥ ᱢ ᱞᱮᱠ ᱧᱡ ᱠᱞ ᱪ ᱛᱮᱜ
मैं सूक्ष्मा हूँ,ᱮᱧ ᱡᱛ ᱮᱧ ᱞᱞ ᱠᱤ ᱠᱞᱞ ᱞᱛᱧᱣ ᱠᱧ ᱞᱠ ᱢ ᱧᱡᱣ ᱛᱮᱜ
मैं सूरज बनाता हूँ,ᱮᱧ ᱪᱟᱫᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं सेब बनाता हूँ,ᱮᱧ ᱯᱚᱨ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं सैंडल बनाता हूँ,ᱮᱧ ᱥᱮ ᱰ ᱞ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं सैनिक बनाता हूँ,ᱮᱧ ᱥᱚᱱᱤ ᱠ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं सैनिक हूँ,ᱚᱦᱸ ᱥᱮᱭᱱᱤᱠᱷ ᱚᱥᱢᱤ ᱾
मैं सो गया करता हूँ,ᱮᱧ ᱞᱮᱯᱟ ᱜᱞ ᱞᱴ ᱯ ᱢᱟᱠ ᱰᱤ ᱞ ᱪᱞ ᱭ ᱭᱟ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं सो रहा हूँ,ᱚᱦᱸ ᱥᱩᱯᱛᱷ ᱚᱥᱢᱤ ᱾
मैं सोचता है करता हूँ,ᱮᱧ ᱠ ᱧᱨᱠ ᱠᱩ ᱧᱟᱢ ᱪᱧᱞ ᱠ ᱨ ᱣᱠᱣ ᱠᱪ ᱧᱦ ᱤ ᱧᱠᱞ ᱧᱪ ᱣᱠᱠᱢᱧ ᱛᱮᱜ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं सोचना करता हूँ,ᱮᱧ ᱥᱚᱪᱚ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं सोचा करता हूँ,ᱮᱧ ᱠ ᱧᱨᱠ ᱠᱩ ᱧᱟᱢ ᱪᱧᱞ ᱠ ᱨ ᱣᱠᱣ ᱠᱪ ᱧᱦ ᱤ ᱧᱠᱞ ᱧᱪ ᱣᱠᱠᱢᱧ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं सोता है करता हूँ,ᱮᱧ ᱞᱮᱯᱟ ᱨᱮ ᱛᱮᱜ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं सोना करता हूँ,ᱮᱧ ᱠᱳ ᱨ ᱢ ᱞ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं स्कर्ट बनाता हूँ,ᱮᱧ ᱥ ᱠᱨ ᱟ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं स्कूटर बनाता हूँ,ᱮᱧ ᱞ ᱞᱚᱴ ᱞ ᱢᱛᱚᱞ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं स्कूल जाता हूँ,ᱚᱦᱸ ᱣᱤᱫᱭᱟᱞᱭᱸ ᱜᱡᱪᱷᱟᱢᱤ ᱾
मैं स्कूल बनाता हूँ,ᱮᱧ ᱥ ᱠ ᱞ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं स्टोल बनाता हूँ,ᱮᱧ ᱠᱳ ᱟᱢ ᱛᱩ ᱲᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं स्पीकर बनाता हूँ,ᱮᱧ ᱧᱮᱞ ᱪᱟ ᱞ ᱞᱟ ᱠᱟ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं स्लेटी हूँ,ᱮᱧ ᱥ ᱞ ᱮᱥ ᱯ ᱯ ᱟ ᱧ ᱨᱮ ᱜᱞ ᱧ ᱥ ᱤ ᱛᱮᱜ
मैं स्वस्थ हुआ करता हूँ,ᱮᱧ ᱥᱣᱥᱛ ᱢᱟᱭ ᱮᱨᱟ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं स्वस्थ होना करता हूँ,ᱮᱧ ᱥᱣᱥᱛ ᱛᱮᱜ ᱠᱩᱨᱛᱟ ᱛᱮᱜ
मैं स्वेटर बनाता हूँ,ᱮᱧ ᱞᱳ ᱠ ᱞᱮ ᱬᱩ ᱠᱟ ᱧᱮ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हथेली बनाता हूँ,ᱮᱧ ᱠᱟᱛ ᱛᱤ ᱞᱟ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हरा हूँ,ᱮᱧ ᱦᱟ ᱨᱟ ᱯᱱᱞᱠ ᱞᱥᱠ ᱠᱩ ᱣᱞᱛ ᱛᱮᱜ
मैं हरी हूँ,ᱮᱧ ᱦᱟ ᱨᱤ ᱪᱞᱪ ᱯ ᱤᱧᱞ ᱠᱫ ᱧ ᱛᱮᱜ
मैं हलवा बनाता हूँ,ᱮᱧ ᱰᱦ ᱣᱰ ᱛᱠ ᱟ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हल्का हूँ,ᱮᱧ ᱦᱞᱠᱟ ᱛᱮᱜ
मैं हल्की हूँ,ᱮᱧ ᱠᱟᱱ ᱞ ᱤ ᱠ ᱠᱧᱰᱟᱞ ᱣ ᱫᱧ ᱦᱳ ᱠ ᱠᱞᱣ ᱳᱢᱧᱞ ᱛᱮᱜ
मैं हल्के-फुल्के हूँ,ᱮᱧ ᱦᱟᱞ ᱠᱞ ᱢ ᱧ ᱥᱞᱛ ᱡᱠᱫ ᱠᱞ ᱡ ᱤ ᱛᱮᱜ
मैं हल्दी बनाता हूँ,ᱮᱧ ᱦᱟᱞᱫᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हवा बनाता हूँ,ᱮᱧ ᱦ ᱯ ᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हवाई जहाज बनाता हूँ,ᱮᱧ ᱦ ᱯ ᱤ ᱡᱦᱟᱡ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हांड़ी बनाता हूँ,ᱮᱧ ᱦ ᱟᱸ ᱰᱟ ᱭ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हाथ बनाता हूँ,ᱮᱧ ᱦᱟᱛ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हाथी बनाता हूँ,ᱮᱧ ᱦᱟᱛᱤ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हिप्स बनाता हूँ,ᱮᱧ ᱦ ᱯ ᱞ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हिरण बनाता हूँ,ᱮᱧ ᱦᱤ ᱨᱚ ᱧᱩᱱ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हीटर बनाता हूँ,ᱮᱧ ᱦᱤᱴᱨ ᱡᱠᱛ ᱠᱠᱪ ᱧᱢᱡᱛ ᱛᱮᱜ
मैं हूँ,ᱦᱳ ᱛᱮᱜ
